Entity,Code,Year,Renewables (%electricity)
Egypt,EGY,2016,8.176399
Egypt,EGY,2017,7.8896565
Egypt,EGY,2018,8.671476
Egypt,EGY,2019,10.662351
Egypt,EGY,2020,11.004279
Egypt,EGY,2021,11.386897
Finland,FIN,1985,24.971338
Finland,FIN,1986,25.312368
Finland,FIN,1987,26.022257
Finland,FIN,1988,24.981071
Finland,FIN,1989,24.420065
Finland,FIN,1990,29.453943
Finland,FIN,1991,31.390137
Finland,FIN,1992,34.747967
Finland,FIN,1993,31.827108
Finland,FIN,1994,27.83364
Finland,FIN,1995,30.527796
Finland,FIN,1996,25.598156
Finland,FIN,1997,29.135336
Finland,FIN,1998,34.78261
Finland,FIN,1999,30.506763
Finland,FIN,2000,33.5005
Finland,FIN,2001,28.99448
Finland,FIN,2002,26.535526
Finland,FIN,2003,22.668886
Finland,FIN,2004,29.94159
Finland,FIN,2005,33.35703
Finland,FIN,2006,27.373552
Finland,FIN,2007,30.054375
Finland,FIN,2008,36.074303
Finland,FIN,2009,30.231262
Finland,FIN,2010,30.097088
Finland,FIN,2011,33.028275
Finland,FIN,2012,40.747612
Finland,FIN,2013,36.10876
Finland,FIN,2014,38.75535
Finland,FIN,2015,44.66062
Finland,FIN,2016,44.407124
Finland,FIN,2017,46.89409
Finland,FIN,2018,45.927406
Finland,FIN,2019,46.621822
Finland,FIN,2020,51.818974
Finland,FIN,2021,52.90746
France,FRA,1985,18.663372
France,FRA,1986,17.854536
France,FRA,1987,19.276115
France,FRA,1988,20.144228
France,FRA,1989,11.986945
France,FRA,1990,13.370086
France,FRA,1991,13.2212925
France,FRA,1992,15.45585
France,FRA,1993,14.23583
France,FRA,1994,17.056469
France,FRA,1995,15.360343
France,FRA,1996,13.447639
France,FRA,1997,13.262536
France,FRA,1998,12.766879
France,FRA,1999,14.465783
France,FRA,2000,12.71177
France,FRA,2001,13.996136
France,FRA,2002,11.354416
France,FRA,2003,10.978354
France,FRA,2004,11.005131
France,FRA,2005,9.647984
France,FRA,2006,10.723592
France,FRA,2007,11.437008
France,FRA,2008,12.748745
France,FRA,2009,12.877686
France,FRA,2010,13.624007
France,FRA,2011,11.6355295
France,FRA,2012,15.033152
France,FRA,2013,17.246943
France,FRA,2014,16.6075
France,FRA,2015,16.002232
France,FRA,2016,17.721292
France,FRA,2017,16.657675
France,FRA,2018,19.731518
France,FRA,2019,20.011667
France,FRA,2020,23.761024
France,FRA,2021,22.231913
Germany,DEU,1985,3.6446776
Germany,DEU,1986,3.8522167
Germany,DEU,1987,4.0926185
Germany,DEU,1988,3.9537015
Germany,DEU,1989,3.5756316
Germany,DEU,1990,3.4929228
Germany,DEU,1991,3.1689155
Germany,DEU,1992,3.6971107
Germany,DEU,1993,3.9273474
Germany,DEU,1994,4.4629765
Germany,DEU,1995,4.8666506
Germany,DEU,1996,4.821224
Germany,DEU,1997,4.2079525
Germany,DEU,1998,4.509577
Germany,DEU,1999,5.197814
Germany,DEU,2000,6.1977983
Germany,DEU,2001,6.513259
Germany,DEU,2002,7.6431365
Germany,DEU,2003,7.745544
Germany,DEU,2004,9.498919
Germany,DEU,2005,10.335665
Germany,DEU,2006,11.512996
Germany,DEU,2007,14.135471
Germany,DEU,2008,14.88945
Germany,DEU,2009,16.290285
Germany,DEU,2010,16.8385
Germany,DEU,2011,20.496721
Germany,DEU,2012,23.056463
Germany,DEU,2013,24.136892
Germany,DEU,2014,26.21824
Germany,DEU,2015,29.472189
Germany,DEU,2016,29.499044
Germany,DEU,2017,33.48555
Germany,DEU,2018,35.097675
Germany,DEU,2019,40.089077
Germany,DEU,2020,44.332405
Germany,DEU,2021,39.64001
Greece,GRC,1985,10.1117525
Greece,GRC,1986,11.456599
Greece,GRC,1987,9.186707
Greece,GRC,1988,7.088099
Greece,GRC,1989,5.5171814
Greece,GRC,1990,5.089132
Greece,GRC,1991,8.673755
Greece,GRC,1992,5.937668
Greece,GRC,1993,6.110674
Greece,GRC,1994,6.5362716
Greece,GRC,1995,8.619855
Greece,GRC,1996,10.348892
Greece,GRC,1997,9.055209
Greece,GRC,1998,8.205239
Greece,GRC,1999,9.6173315
Greece,GRC,2000,7.7499065
Greece,GRC,2001,5.5388093
Greece,GRC,2002,6.6357737
Greece,GRC,2003,10.172711
Greece,GRC,2004,10.051021
Greece,GRC,2005,10.785798
Greece,GRC,2006,12.747216
Greece,GRC,2007,7.319407
Greece,GRC,2008,9.138589
Greece,GRC,2009,13.361716
Greece,GRC,2010,18.351341
Greece,GRC,2011,13.7692175
Greece,GRC,2012,16.674896
Greece,GRC,2013,25.140057
Greece,GRC,2014,24.190666
Greece,GRC,2015,28.65136
Greece,GRC,2016,27.366293
Greece,GRC,2017,25.009062
Greece,GRC,2018,30.309858
Greece,GRC,2019,33.14121
Greece,GRC,2020,36.44103
Greece,GRC,2021,40.494053
Hong Kong,HKG,1985,0.0
Hong Kong,HKG,1986,0.0
Hong Kong,HKG,1987,0.0
Hong Kong,HKG,1988,0.0
Hong Kong,HKG,1989,0.0
Hong Kong,HKG,1990,0.0
Hong Kong,HKG,1991,0.0
Hong Kong,HKG,1992,0.0
Hong Kong,HKG,1993,0.0
Hong Kong,HKG,1994,0.0
Hong Kong,HKG,1995,0.0
Hong Kong,HKG,1996,0.0
Hong Kong,HKG,1997,0.0
Hong Kong,HKG,1998,0.0
Hong Kong,HKG,1999,0.0
Hong Kong,HKG,2000,0.0
Hong Kong,HKG,2001,0.0
Hong Kong,HKG,2002,0.0
Hong Kong,HKG,2003,0.0
Hong Kong,HKG,2004,0.0
Hong Kong,HKG,2005,0.0
Hong Kong,HKG,2006,0.0
Hong Kong,HKG,2007,0.0
Hong Kong,HKG,2008,0.0
Hong Kong,HKG,2009,0.0
Hong Kong,HKG,2010,0.0
Hong Kong,HKG,2011,0.0
Hong Kong,HKG,2012,0.0
Hong Kong,HKG,2013,0.0
Hong Kong,HKG,2014,0.0
Hong Kong,HKG,2015,0.0
Hong Kong,HKG,2016,0.0
Hong Kong,HKG,2017,0.028694406
Hong Kong,HKG,2018,0.029052878
Hong Kong,HKG,2019,0.05757052
Hong Kong,HKG,2020,0.06035003
Hong Kong,HKG,2021,0.056737587
Hungary,HUN,1985,0.5784877
Hungary,HUN,1986,0.54913706
Hungary,HUN,1987,0.5680863
Hungary,HUN,1988,0.5781138
Hungary,HUN,1989,0.533856
Hungary,HUN,1990,0.70323485
Hungary,HUN,1991,0.7009346
Hungary,HUN,1992,0.66287875
Hungary,HUN,1993,0.6381039
Hungary,HUN,1994,0.62649167
Hungary,HUN,1995,0.6466784
Hungary,HUN,1996,0.74095184
Hungary,HUN,1997,0.7627119
Hungary,HUN,1998,0.5913978
Hungary,HUN,1999,0.6344171
Hungary,HUN,2000,0.68201196
Hungary,HUN,2001,0.7138935
Hungary,HUN,2002,0.63623786
Hungary,HUN,2003,0.9668913
Hungary,HUN,2004,2.78849
Hungary,HUN,2005,5.230769
Hungary,HUN,2006,4.1562066
Hungary,HUN,2007,4.7047048
Hungary,HUN,2008,5.8720636
Hungary,HUN,2009,8.047897
Hungary,HUN,2010,8.081349
Hungary,HUN,2011,7.5235977
Hungary,HUN,2012,7.62565
Hungary,HUN,2013,9.190083
Hungary,HUN,2014,10.76661
Hungary,HUN,2015,10.63057
Hungary,HUN,2016,10.216913
Hungary,HUN,2017,10.60006
Hungary,HUN,2018,11.807077
Hungary,HUN,2019,13.746709
Hungary,HUN,2020,15.871191
Hungary,HUN,2021,19.215796
Iceland,ISL,1985,99.914604
Iceland,ISL,1986,99.90875
Iceland,ISL,1987,99.90614
Iceland,ISL,1988,99.85649
Iceland,ISL,1989,99.89905
Iceland,ISL,1990,99.77827
Iceland,ISL,1991,99.77729
Iceland,ISL,1992,99.78021
Iceland,ISL,1993,99.999985
Iceland,ISL,1994,100.000015
Iceland,ISL,1995,99.79919
Iceland,ISL,1996,100.0
Iceland,ISL,1997,100.0
Iceland,ISL,1998,100.0
Iceland,ISL,1999,100.0
Iceland,ISL,2000,100.0
Iceland,ISL,2001,100.0
Iceland,ISL,2002,99.88123
Iceland,ISL,2003,99.88249
Iceland,ISL,2004,100.0
Iceland,ISL,2005,100.0
Iceland,ISL,2006,100.0
Iceland,ISL,2007,100.0
Iceland,ISL,2008,100.0
Iceland,ISL,2009,100.0
Iceland,ISL,2010,100.0
Iceland,ISL,2011,100.0
Iceland,ISL,2012,100.0
Iceland,ISL,2013,100.0
Iceland,ISL,2014,100.0
Iceland,ISL,2015,100.0
Iceland,ISL,2016,100.0
Iceland,ISL,2017,100.0
Iceland,ISL,2018,100.0
Iceland,ISL,2019,100.0
Iceland,ISL,2020,100.0
Iceland,ISL,2021,99.98653
India,IND,1985,27.798811
India,IND,1986,25.937187
India,IND,1987,21.890574
India,IND,1988,22.633194
India,IND,1989,23.259535
India,IND,1990,23.097132
India,IND,1991,23.131563
India,IND,1992,20.841738
India,IND,1993,19.625616
India,IND,1994,20.822308
India,IND,1995,18.022327
India,IND,1996,15.95155
India,IND,1997,15.386589
India,IND,1998,17.0291
India,IND,1999,15.599825
India,IND,2000,14.048197
India,IND,2001,12.999709
India,IND,2002,11.938192
India,IND,2003,11.695108
India,IND,2004,15.63753
India,IND,2005,15.254357
India,IND,2006,17.135258
India,IND,2007,17.801973
India,IND,2008,16.768267
India,IND,2009,15.269804
India,IND,2010,15.21222
India,IND,2011,16.791103
India,IND,2012,15.135002
India,IND,2013,16.394157
India,IND,2014,16.009254
India,IND,2015,15.371873
India,IND,2016,14.854848
India,IND,2017,15.966991
India,IND,2018,16.694954
India,IND,2019,18.691542
India,IND,2020,20.205925
India,IND,2021,19.384392
Indonesia,IDN,1985,16.90112
Indonesia,IDN,1986,24.190905
Indonesia,IDN,1987,22.11833
Indonesia,IDN,1988,20.291437
Indonesia,IDN,1989,22.045029
Indonesia,IDN,1990,23.010492
Indonesia,IDN,1991,22.204845
Indonesia,IDN,1992,26.638683
Indonesia,IDN,1993,25.141514
Indonesia,IDN,1994,20.873459
Indonesia,IDN,1995,19.411617
Indonesia,IDN,1996,18.970043
Indonesia,IDN,1997,12.157131
Indonesia,IDN,1998,17.798302
Indonesia,IDN,1999,17.054121
Indonesia,IDN,2000,19.99388
Indonesia,IDN,2001,20.90438
Indonesia,IDN,2002,18.579138
Indonesia,IDN,2003,16.883892
Indonesia,IDN,2004,16.806925
Indonesia,IDN,2005,17.05298
Indonesia,IDN,2006,15.350051
Indonesia,IDN,2007,16.369028
Indonesia,IDN,2008,16.89653
Indonesia,IDN,2009,16.451733
Indonesia,IDN,2010,19.50876
Indonesia,IDN,2011,15.875333
Indonesia,IDN,2012,14.8894415
Indonesia,IDN,2013,15.766565
Indonesia,IDN,2014,14.487201
Indonesia,IDN,2015,13.795372
Indonesia,IDN,2016,15.367891
Indonesia,IDN,2017,16.240925
Indonesia,IDN,2018,17.047817
Indonesia,IDN,2019,16.261044
Indonesia,IDN,2020,18.131039
Indonesia,IDN,2021,18.188877
Iran,IRN,1985,15.158679
Iran,IRN,1986,16.711704
Iran,IRN,1987,17.34499
Iran,IRN,1988,17.555887
Iran,IRN,1989,13.089382
Iran,IRN,1990,12.8020115
Iran,IRN,1991,8.926354
Iran,IRN,1992,13.700914
Iran,IRN,1993,14.103046
Iran,IRN,1994,8.51316
Iran,IRN,1995,9.866869
Iran,IRN,1996,9.821708
Iran,IRN,1997,6.1258154
Iran,IRN,1998,7.313571
Iran,IRN,1999,4.70351
Iran,IRN,2000,3.2006702
Iran,IRN,2001,3.2526062
Iran,IRN,2002,5.8163934
Iran,IRN,2003,6.3435545
Iran,IRN,2004,7.360531
Iran,IRN,2005,8.200147
Iran,IRN,2006,9.636561
Iran,IRN,2007,8.910989
Iran,IRN,2008,3.629626
Iran,IRN,2009,3.1333122
Iran,IRN,2010,4.4254923
Iran,IRN,2011,4.6309266
Iran,IRN,2012,5.1457286
Iran,IRN,2013,5.7405553
Iran,IRN,2014,5.3513765
Iran,IRN,2015,4.7851844
Iran,IRN,2016,5.4520674
Iran,IRN,2017,5.786938
Iran,IRN,2018,3.4672642
Iran,IRN,2019,11.010066
Iran,IRN,2020,7.407627
Iran,IRN,2021,4.664096
Iraq,IRQ,1985,2.9085014
Iraq,IRQ,1986,2.6921525
Iraq,IRQ,1987,11.550422
Iraq,IRQ,1988,11.0874195
Iraq,IRQ,1989,10.896898
Iraq,IRQ,1990,16.389647
Iraq,IRQ,1991,16.057545
Iraq,IRQ,1992,23.818045
Iraq,IRQ,1993,22.745764
Iraq,IRQ,1994,23.432074
Iraq,IRQ,1995,26.86892
Iraq,IRQ,1996,24.977062
Iraq,IRQ,1997,24.755814
Iraq,IRQ,1998,23.174026
Iraq,IRQ,1999,14.396939
Iraq,IRQ,2000,2.0319786
Iraq,IRQ,2001,2.0105472
Iraq,IRQ,2002,1.6012559
Iraq,IRQ,2003,1.6129032
Iraq,IRQ,2004,1.6129032
Iraq,IRQ,2005,20.567867
Iraq,IRQ,2006,18.810339
Iraq,IRQ,2007,18.01459
Iraq,IRQ,2008,9.913794
Iraq,IRQ,2009,7.415156
Iraq,IRQ,2010,10.214239
Iraq,IRQ,2011,6.610269
Iraq,IRQ,2012,10.0046
Iraq,IRQ,2013,8.621627
Iraq,IRQ,2014,4.632238
Iraq,IRQ,2015,3.984556
Iraq,IRQ,2016,4.505698
Iraq,IRQ,2017,2.685624
Iraq,IRQ,2018,2.6230297
Iraq,IRQ,2019,5.987218
Iraq,IRQ,2020,5.776567
Iraq,IRQ,2021,5.4287477
Ireland,IRL,1985,6.9272003
Ireland,IRL,1986,7.2618556
Ireland,IRL,1987,5.2523727
Ireland,IRL,1988,6.5939674
Ireland,IRL,1989,5.044459
Ireland,IRL,1990,4.919185
Ireland,IRL,1991,5.0234427
Ireland,IRL,1992,5.196451
Ireland,IRL,1993,4.7707562
Ireland,IRL,1994,5.585264
Ireland,IRL,1995,4.1453714
Ireland,IRL,1996,4.0190377
Ireland,IRL,1997,4.1137633
Ireland,IRL,1998,5.6486354
Ireland,IRL,1999,5.19063
Ireland,IRL,2000,4.985213
Ireland,IRL,2001,4.180195
Ireland,IRL,2002,5.5555553
Ireland,IRL,2003,4.5856795
Ireland,IRL,2004,5.511499
Ireland,IRL,2005,7.298985
Ireland,IRL,2006,9.111029
Ireland,IRL,2007,9.904829
Ireland,IRL,2008,12.032085
Ireland,IRL,2009,14.730068
Ireland,IRL,2010,13.210227
Ireland,IRL,2011,19.992636
Ireland,IRL,2012,19.351273
Ireland,IRL,2013,22.01799
Ireland,IRL,2014,24.757847
Ireland,IRL,2015,27.971529
Ireland,IRL,2016,24.875952
Ireland,IRL,2017,28.962818
Ireland,IRL,2018,33.00971
Ireland,IRL,2019,38.41146
Ireland,IRL,2020,42.10197
Ireland,IRL,2021,36.772152
Israel,ISR,1985,0.012960587
Israel,ISR,1986,0.037420016
Israel,ISR,1987,0.056570686
Israel,ISR,1988,0.05167291
Israel,ISR,1989,0.01466756
Israel,ISR,1990,0.014355716
Israel,ISR,1991,0.02788869
Israel,ISR,1992,0.11747454
Israel,ISR,1993,0.10000116
Israel,ISR,1994,0.08122702
Israel,ISR,1995,0.08213687
Israel,ISR,1996,0.0736888
Israel,ISR,1997,0.071202755
Israel,ISR,1998,0.06583036
Israel,ISR,1999,0.084124655
Israel,ISR,2000,0.07481297
Israel,ISR,2001,0.04840271
Israel,ISR,2002,0.07014262
Israel,ISR,2003,0.090456806
Israel,ISR,2004,0.090009004
Israel,ISR,2005,0.08754651
Israel,ISR,2006,0.04208754
Israel,ISR,2007,0.05933544
Israel,ISR,2008,0.0749204
Israel,ISR,2009,0.1279006
Israel,ISR,2010,0.23907103
Israel,ISR,2011,0.43624163
Israel,ISR,2012,0.69830185
Israel,ISR,2013,0.94570357
Israel,ISR,2014,1.5773907
Israel,ISR,2015,1.9458282
Israel,ISR,2016,2.521259
Israel,ISR,2017,2.647929
Israel,ISR,2018,2.6862204
Israel,ISR,2019,4.0435023
Israel,ISR,2020,5.3903084
Israel,ISR,2021,6.7870827
Italy,ITA,1985,23.852695
Italy,ITA,1986,23.187752
Italy,ITA,1987,21.451843
Italy,ITA,1988,21.84259
Italy,ITA,1989,17.678774
Italy,ITA,1990,16.373446
Italy,ITA,1991,20.84421
Italy,ITA,1992,20.582811
Italy,ITA,1993,20.611694
Italy,ITA,1994,21.120598
Italy,ITA,1995,17.493671
Italy,ITA,1996,19.334867
Italy,ITA,1997,18.790936
Italy,ITA,1998,18.376627
Italy,ITA,1999,19.84532
Italy,ITA,2000,18.900242
Italy,ITA,2001,20.049433
Italy,ITA,2002,17.455557
Italy,ITA,2003,16.420212
Italy,ITA,2004,18.274939
Italy,ITA,2005,16.376978
Italy,ITA,2006,16.512863
Italy,ITA,2007,15.533349
Italy,ITA,2008,18.6112
Italy,ITA,2009,24.083735
Italy,ITA,2010,25.84002
Italy,ITA,2011,27.67732
Italy,ITA,2012,31.104963
Italy,ITA,2013,39.014874
Italy,ITA,2014,43.497692
Italy,ITA,2015,38.757786
Italy,ITA,2016,37.607937
Italy,ITA,2017,35.41745
Italy,ITA,2018,39.810013
Italy,ITA,2019,39.756306
Italy,ITA,2020,42.039772
Italy,ITA,2021,40.619434
Japan,JPN,1985,14.223238
Japan,JPN,1986,13.989436
Japan,JPN,1987,12.457424
Japan,JPN,1988,14.100253
Japan,JPN,1989,13.602426
Japan,JPN,1990,11.1442
Japan,JPN,1991,11.639142
Japan,JPN,1992,10.024861
Japan,JPN,1993,11.247435
Japan,JPN,1994,7.9192533
Japan,JPN,1995,9.212626
Japan,JPN,1996,8.979606
Japan,JPN,1997,9.761912
Japan,JPN,1998,9.946743
Japan,JPN,1999,9.3160305
Japan,JPN,2000,10.538243
Japan,JPN,2001,10.447654
Japan,JPN,2002,10.247729
Japan,JPN,2003,11.699369
Japan,JPN,2004,11.419897
Japan,JPN,2005,9.906813
Japan,JPN,2006,10.855499
Japan,JPN,2007,9.389759
Japan,JPN,2008,10.019684
Japan,JPN,2009,10.466746
Japan,JPN,2010,10.526997
Japan,JPN,2011,11.127242
Japan,JPN,2012,10.61437
Japan,JPN,2013,11.796579
Japan,JPN,2014,13.271962
Japan,JPN,2015,15.658682
Japan,JPN,2016,15.692011
Japan,JPN,2017,17.35597
Japan,JPN,2018,18.14418
Japan,JPN,2019,19.422329
Japan,JPN,2020,21.324924
Japan,JPN,2021,22.610664
Kuwait,KWT,1985,0.0
Kuwait,KWT,1986,0.0
Kuwait,KWT,1987,0.0
Kuwait,KWT,1988,0.0
Kuwait,KWT,1989,0.0
Kuwait,KWT,1990,0.0
Kuwait,KWT,1991,0.0
Kuwait,KWT,1992,0.0
Kuwait,KWT,1993,0.0
Kuwait,KWT,1994,0.0
Kuwait,KWT,1995,0.0
Kuwait,KWT,1996,0.0
Kuwait,KWT,1997,0.0
Kuwait,KWT,1998,0.0
Kuwait,KWT,1999,0.0
Kuwait,KWT,2000,0.0
Kuwait,KWT,2001,0.0
Kuwait,KWT,2002,0.0
Kuwait,KWT,2003,0.0
Kuwait,KWT,2004,0.0
Kuwait,KWT,2005,0.0
Kuwait,KWT,2006,0.0
Kuwait,KWT,2007,0.0
Kuwait,KWT,2008,0.0
Kuwait,KWT,2009,0.0
Kuwait,KWT,2010,0.0
Kuwait,KWT,2011,0.0
Kuwait,KWT,2012,0.0
Kuwait,KWT,2013,0.017442875
Kuwait,KWT,2014,0.016329195
Kuwait,KWT,2015,0.01557875
Kuwait,KWT,2016,0.030372059
Kuwait,KWT,2017,0.058479533
Kuwait,KWT,2018,0.08615738
Kuwait,KWT,2019,0.08509431
Kuwait,KWT,2020,0.074693754
Kuwait,KWT,2021,0.070204996
Luxembourg,LUX,1985,9.329798
Luxembourg,LUX,1986,10.103138
Luxembourg,LUX,1987,11.780105
Luxembourg,LUX,1988,8.621103
Luxembourg,LUX,1989,6.4524407
Luxembourg,LUX,1990,12.903226
Luxembourg,LUX,1991,12.857143
Luxembourg,LUX,1992,12.121212
Luxembourg,LUX,1993,11.940298
Luxembourg,LUX,1994,18.644068
Luxembourg,LUX,1995,22.448978
Luxembourg,LUX,1996,17.777779
Luxembourg,LUX,1997,24.390242
Luxembourg,LUX,1998,40.540543
Luxembourg,LUX,1999,36.11111
Luxembourg,LUX,2000,40.0
Luxembourg,LUX,2001,19.54023
Luxembourg,LUX,2002,5.3571434
Luxembourg,LUX,2003,5.0179214
Luxembourg,LUX,2004,5.6379824
Luxembourg,LUX,2005,6.2686567
Luxembourg,LUX,2006,7.062147
Luxembourg,LUX,2007,8.15047
Luxembourg,LUX,2008,10.294118
Luxembourg,LUX,2009,8.571429
Luxembourg,LUX,2010,8.333334
Luxembourg,LUX,2011,9.090909
Luxembourg,LUX,2012,11.231884
Luxembourg,LUX,2013,19.565218
Luxembourg,LUX,2014,20.94241
Luxembourg,LUX,2015,32.08955
Luxembourg,LUX,2016,58.227848
Luxembourg,LUX,2017,66.66667
Luxembourg,LUX,2018,70.833336
Luxembourg,LUX,2019,74.76635
Luxembourg,LUX,2020,79.508194
Luxembourg,LUX,2021,80.4878
Malaysia,MYS,1985,25.216927
Malaysia,MYS,1986,25.54464
Malaysia,MYS,1987,28.505014
Malaysia,MYS,1988,29.603834
Malaysia,MYS,1989,24.608728
Malaysia,MYS,1990,17.495173
Malaysia,MYS,1991,16.756989
Malaysia,MYS,1992,13.657898
